Day          Total    Perdiem  Percentage
Dec-16-2020 1770133	13714	1%
Dec-15-2020 1756419	13467	1%
Dec-14-2020 1742952	10101	1%
Dec-13-2020 1732851	8982	1%
Dec-12-2020 1723869	11297	1%
Dec-11-2020 1712572	12685	1%
Dec-10-2020 1699887	12949	1%
Dec-9-2020 1686938	12516	1%
Dec-8-2020 1674422	12402	1%
Dec-7-2020 1662020	9619	1%
Dec-6-2020 1652401	8769	1%
Dec-5-2020 1643632	10953	1%
Dec-4-2020 1632679	12487	1%
Dec-3-2020 1620192	12793	1%
Dec-2-2020 1607399	12346	1%
Dec-1-2020 1595053	12510	1%
Nov-30-2020 1582543	9721	1%
Nov-29-2020 1572822	8613	1%
Nov-28-2020 1564209	10096	1%
Nov-27-2020 1554113	11232	1%
Nov-26-2020 1542881	11455	1%
Nov-25-2020 1531426	12136	1%
Nov-24-2020 1519290	12263	1%
Nov-23-2020 1507027	9355	1%
Nov-22-2020 1497672	8591	1%
Nov-21-2020 1489081	9805	1%
Nov-20-2020 1479276	11364	1%
Nov-19-2020 1467912	11386	1%
Nov-18-2020 1456526	11895	1%
Nov-17-2020 1444631	10816	1%
Nov-16-2020 1433815	8601	1%
Nov-15-2020 1425214	7927	1%
Nov-14-2020 1417287	9685	1%
Nov-13-2020 1407602	10288	1%
Nov-12-2020 1397314	9748	1%
Nov-11-2020 1387566	9974	1%
Nov-10-2020 1377592	9750	1%
Nov-9-2020 1367842	7806	1%
Nov-8-2020 1360036	6963	1%
Nov-7-2020 1353073	8104	1%
Nov-6-2020 1344969	9493	1%
Nov-5-2020 1335476	9377	1%
Nov-4-2020 1326099	9247	1%
Nov-3-2020 1316852	8595	1%
Nov-2-2020 1308257	6736	1%
Nov-1-2020 1301521	6039	0%
Oct-31-2020 1295482	6931	1%
Oct-30-2020 1288551	7616	1%
Oct-29-2020 1280935	7236	1%
Oct-28-2020 1273699	7119	1%
Oct-27-2020 1266580	7248	1%
Oct-26-2020 1259332	5811	0%
Oct-25-2020 1253521	4921	0%
Oct-24-2020 1248600	5968	0%
Oct-23-2020 1242632	6710	1%
Oct-22-2020 1235922	6644	1%
Oct-21-2020 1229278	6923	1%
Oct-20-2020 1222355	6528	1%
Oct-19-2020 1215827	5039	0%
Oct-18-2020 1210788	4493	0%
Oct-17-2020 1206295	5820	0%
Oct-16-2020 1200475	6419	1%
Oct-15-2020 1194056	6121	1%
Oct-14-2020 1187935	6186	1%
Oct-13-2020 1181749	5246	0%
Oct-12-2020 1176503	4368	0%
Oct-11-2020 1172135	4715	0%
Oct-10-2020 1167420	5338	0%
Oct-9-2020 1162082	5969	1%
Oct-8-2020 1156113	6605	1%
Oct-7-2020 1149508	5993	1%
Oct-6-2020 1143515	5884	1%
Oct-5-2020 1137631	4773	0%
Oct-4-2020 1132858	4368	0%
Oct-3-2020 1128490	4964	0%
Oct-2-2020 1123526	5727	1%
Oct-1-2020 1117799	5588	1%
